Date,Stock_Price,Bond_Price,VIX,VIX_75pct_Threshold,Signal_Hold_Bonds,Stock_Return,Bond_Return,Strategy_Return,Stock_Cumulative,Bond_Cumulative,Strategy_Cumulative
2011-09-08,84.33601379394531,77.5959243774414,34.31999969482422,29.0969997406006,0.0,-0.010543612974071914,0.004897597925281438,-0.010543612974071914,0.9894563870259281,1.0048975979252814,0.9894563870259281
2011-09-09,82.1203384399414,77.97415924072266,38.52000045776367,31.36199989318849,1.0,-0.026271995252435953,0.004874416618087407,0.004874416618087407,0.9634613935234905,1.0097958874760846,0.99427940968172
2011-09-12,82.70909118652344,77.73684692382812,38.59000015258789,31.616000747680665,1.0,0.007169390162859779,-0.00304347387910775,-0.00304347387910775,0.970368824160513,1.0067226000693208,0.991253346269819
2011-09-13,83.39085388183594,77.50695037841797,36.90999984741211,31.65599994659424,1.0,0.008242899124293546,-0.002957369053512404,-0.002957369053512404,0.9783674764914274,1.0037453498064042,0.98832184429937
2011-09-14,84.56843566894531,77.55145263671875,34.599998474121094,31.80399971008301,1.0,0.014121234311594844,0.0005741711947573336,0.0005741711947573336,0.9921832328698066,1.0043216714731347,0.9888893102335161
2011-09-15,86.02490234375,76.97294616699219,31.969999313354492,31.86500072479248,1.0,0.017222343812840712,-0.007459647112433965,-0.007459647112433965,1.0092709536316262,0.9968297862165753,0.9815125449459159
2011-09-16,86.5362319946289,77.12129974365234,30.979999542236328,31.86500072479248,1.0,0.005943972465503933,0.0019273469971943236,0.0019273469971943236,1.0152700323902455,0.9987510231117537,0.983404260202126
2011-09-19,85.73051452636719,77.7516860961914,32.72999954223633,31.959999465942385,0.0,-0.009310752845255954,0.00817395913495278,-0.009310752845255954,1.0058171040474648,1.0069147731606614,0.9742480261884122
2011-09-20,85.59105682373047,77.85545349121094,32.86000061035156,31.99699993133545,1.0,-0.001626698537938065,0.0013345999325486968,0.0013345999325486968,1.0041809428348778,1.0082586015490038,0.975548257538449
2011-09-21,83.0035171508789,78.18922424316406,37.31999969482422,32.25199890136719,1.0,-0.030231425675470325,0.004287056808304435,0.004287056808304435,0.9738231212968415,1.012581063451306,0.9797304883377587
2011-09-22,80.40045928955078,78.916015625,41.349998474121094,32.68499946594238,1.0,-0.03136081398329715,0.009295288306936822,0.009295288306936822,0.9432832355372174,1.0219932963702305,0.9888373656899542
2011-09-23,80.77439880371094,78.26344299316406,41.25,32.83799858093262,1.0,0.004650962413205395,-0.008269203997030017,-0.008269203997030017,0.9476704104107078,1.0135422253189479,0.9806604677931782
2011-09-26,82.73766326904297,77.93708801269531,39.02000045776367,32.85900039672852,1.0,0.024305528662651454,-0.0041699542977844395,-0.0041699542977844395,0.9707040407336919,1.0093158005604932,0.9765711584608368
2011-09-27,83.68814086914062,77.41797637939453,37.709999084472656,32.88699951171875,1.0,0.011487846798463819,-0.0066606495897848506,-0.0066606495897848506,0.9818553400402903,1.0025931016875265,0.9700665601748388
2011-09-28,82.02091217041016,77.43274688720703,41.08000183105469,33.331000900268556,1.0,-0.019921923003851205,0.00019078912293069017,0.00019078912293069017,0.9622948935550875,1.0027843855460539,0.970251638323039
2011-09-29,82.61300659179688,77.43274688720703,38.84000015258789,33.86599845886231,1.0,0.007218822684592396,0.0,0.0,0.9692415297619503,1.0027843855460539,0.970251638323039
2011-09-30,80.6497573852539,77.92228698730469,42.959999084472656,34.27999954223633,1.0,-0.02376440814269931,0.006322132686455539,0.006322132686455539,0.9462080784598331,1.0091241214873818,0.976385697919768
2011-10-03,78.17230987548828,78.643798828125,45.45000076293945,34.571998596191406,1.0,-0.03071859841972202,0.009259377114250622,0.009259377114250622,0.9171418924761287,1.0184679822833205,0.985426421305768
2011-10-04,79.88628387451172,78.24252319335938,40.81999969482422,35.014001083374026,1.0,0.021925589786887745,-0.005102444703143139,-0.005102444703143139,0.9372507693869302,1.0132713057217981,0.9803983374820391
2011-10-05,81.4755859375,77.91558074951172,37.810001373291016,35.537000274658205,1.0,0.01989455493367065,-0.004178577460234645,-0.004178577460234645,0.9558969563051236,1.0090372730826065,0.9763016670869851
2011-10-06,83.04927825927734,77.37309265136719,36.27000045776367,35.869001388549805,1.0,0.019314894194004673,-0.0069625111296873765,-0.0069625111296873765,0.9743600048765282,1.0020118398384994,0.9695041558639595
2011-10-07,82.41045379638672,76.97184753417969,36.20000076293945,36.1700008392334,1.0,-0.0076921133606512315,-0.005185848250831238,-0.005185848250831238,0.9668651172649333,0.9968155584915607,0.9644764544330988
2011-10-10,85.19954681396484,76.16179656982422,33.02000045776367,36.1700008392334,1.0,0.03384392257406077,-0.010523990138027517,-0.010523990138027517,0.9995876254332079,0.9863250813845631,0.9543263137382851
