Date,Stock_Rolling_Vol_Pct,Bond_Rolling_Vol_Pct,Strategy_Rolling_Vol_Pct,Stock_Rolling_Return_Pct,Bond_Rolling_Return_Pct,Strategy_Rolling_Return_Pct,Stock_Sharpe_Unadj,Bond_Sharpe_Unadj,Strategy_Sharpe_Unadj,Stock_Sharpe_TreasuryAdj,Bond_Sharpe_TreasuryAdj,Strategy_Sharpe_TreasuryAdj
2012-01-23,,,,,,,,,,,,
2012-01-24,,,,,,,,,,,,
2012-01-25,,,,,,,,,,,,
2012-01-26,,,,,,,,,,,,
2012-01-27,,,,,,,,,,,,
2012-01-30,,,,,,,,,,,,
2012-01-31,,,,,,,,,,,,
2012-02-01,,,,,,,,,,,,
2012-02-02,,,,,,,,,,,,
2012-02-03,,,,,,,,,,,,
2012-02-06,,,,,,,,,,,,
2012-02-07,,,,,,,,,,,,
2012-02-08,,,,,,,,,,,,
2012-02-09,,,,,,,,,,,,
2012-02-10,,,,,,,,,,,,
2012-02-13,,,,,,,,,,,,
2012-02-14,,,,,,,,,,,,
2012-02-15,,,,,,,,,,,,
2012-02-16,,,,,,,,,,,,
2012-02-17,,,,,,,,,,,,
2012-02-21,,,,,,,,,,,,
2012-02-22,,,,,,,,,,,,
2012-02-23,,,,,,,,,,,,
2012-02-24,,,,,,,,,,,,
2012-02-27,,,,,,,,,,,,
2012-02-28,,,,,,,,,,,,
2012-02-29,,,,,,,,,,,,
2012-03-01,,,,,,,,,,,,
2012-03-02,,,,,,,,,,,,
2012-03-05,,,,,,,,,,,,
2012-03-06,,,,,,,,,,,,
2012-03-07,,,,,,,,,,,,
2012-03-08,,,,,,,,,,,,
2012-03-09,,,,,,,,,,,,
2012-03-12,,,,,,,,,,,,
2012-03-13,,,,,,,,,,,,
2012-03-14,,,,,,,,,,,,
2012-03-15,,,,,,,,,,,,
2012-03-16,,,,,,,,,,,,
2012-03-19,,,,,,,,,,,,
2012-03-20,,,,,,,,,,,,
2012-03-21,,,,,,,,,,,,
2012-03-22,,,,,,,,,,,,
2012-03-23,,,,,,,,,,,,
2012-03-26,,,,,,,,,,,,
2012-03-27,,,,,,,,,,,,
2012-03-28,,,,,,,,,,,,
2012-03-29,,,,,,,,,,,,
2012-03-30,,,,,,,,,,,,
2012-04-02,,,,,,,,,,,,
2012-04-03,,,,,,,,,,,,
2012-04-04,,,,,,,,,,,,
2012-04-05,,,,,,,,,,,,
2012-04-09,,,,,,,,,,,,
2012-04-10,,,,,,,,,,,,
2012-04-11,,,,,,,,,,,,
2012-04-12,,,,,,,,,,,,
2012-04-13,,,,,,,,,,,,
2012-04-16,,,,,,,,,,,,
2012-04-17,,,,,,,,,,,,
2012-04-18,,,,,,,,,,,,
2012-04-19,,,,,,,,,,,,
2012-04-20,,,,,,,,,,,,
2012-04-23,,,,,,,,,,,,
2012-04-24,,,,,,,,,,,,
2012-04-25,,,,,,,,,,,,
2012-04-26,,,,,,,,,,,,
2012-04-27,,,,,,,,,,,,
2012-04-30,,,,,,,,,,,,
2012-05-01,,,,,,,,,,,,
2012-05-02,,,,,,,,,,,,
2012-05-03,,,,,,,,,,,,
2012-05-04,,,,,,,,,,,,
2012-05-07,,,,,,,,,,,,
2012-05-08,,,,,,,,,,,,
2012-05-09,,,,,,,,,,,,
2012-05-10,,,,,,,,,,,,
2012-05-11,,,,,,,,,,,,
2012-05-14,,,,,,,,,,,,
2012-05-15,,,,,,,,,,,,
2012-05-16,,,,,,,,,,,,
2012-05-17,,,,,,,,,,,,
2012-05-18,,,,,,,,,,,,
2012-05-21,,,,,,,,,,,,
2012-05-22,,,,,,,,,,,,
2012-05-23,,,,,,,,,,,,
2012-05-24,,,,,,,,,,,,
2012-05-25,,,,,,,,,,,,
2012-05-29,,,,,,,,,,,,
2012-05-30,,,,,,,,,,,,
2012-05-31,,,,,,,,,,,,
2012-06-01,,,,,,,,,,,,
2012-06-04,,,,,,,,,,,,
2012-06-05,,,,,,,,,,,,
2012-06-06,,,,,,,,,,,,
2012-06-07,,,,,,,,,,,,
2012-06-08,,,,,,,,,,,,
2012-06-11,,,,,,,,,,,,
2012-06-12,,,,,,,,,,,,
2012-06-13,,,,,,,,,,,,
2012-06-14,,,,,,,,,,,,
2012-06-15,,,,,,,,,,,,
2012-06-18,,,,,,,,,,,,
2012-06-19,,,,,,,,,,,,
2012-06-20,,,,,,,,,,,,
2012-06-21,,,,,,,,,,,,
2012-06-22,,,,,,,,,,,,
2012-06-25,,,,,,,,,,,,
2012-06-26,,,,,,,,,,,,
2012-06-27,,,,,,,,,,,,
2012-06-28,,,,,,,,,,,,
2012-06-29,,,,,,,,,,,,
2012-07-02,,,,,,,,,,,,
2012-07-03,,,,,,,,,,,,
2012-07-05,,,,,,,,,,,,
2012-07-06,,,,,,,,,,,,
2012-07-09,,,,,,,,,,,,
2012-07-10,,,,,,,,,,,,
2012-07-11,,,,,,,,,,,,
2012-07-12,,,,,,,,,,,,
2012-07-13,,,,,,,,,,,,
2012-07-16,,,,,,,,,,,,
2012-07-17,,,,,,,,,,,,
2012-07-18,,,,,,,,,,,,
2012-07-19,,,,,,,,,,,,
2012-07-20,,,,,,,,,,,,
2012-07-23,,,,,,,,,,,,
2012-07-24,,,,,,,,,,,,
2012-07-25,,,,,,,,,,,,
2012-07-26,,,,,,,,,,,,
2012-07-27,,,,,,,,,,,,
2012-07-30,,,,,,,,,,,,
2012-07-31,,,,,,,,,,,,
2012-08-01,,,,,,,,,,,,
2012-08-02,,,,,,,,,,,,
2012-08-03,,,,,,,,,,,,
2012-08-06,,,,,,,,,,,,
2012-08-07,,,,,,,,,,,,
2012-08-08,,,,,,,,,,,,
2012-08-09,,,,,,,,,,,,
2012-08-10,,,,,,,,,,,,
2012-08-13,,,,,,,,,,,,
2012-08-14,,,,,,,,,,,,
2012-08-15,,,,,,,,,,,,
2012-08-16,,,,,,,,,,,,
2012-08-17,,,,,,,,,,,,
2012-08-20,,,,,,,,,,,,
2012-08-21,,,,,,,,,,,,
2012-08-22,,,,,,,,,,,,
2012-08-23,,,,,,,,,,,,
2012-08-24,,,,,,,,,,,,
2012-08-27,,,,,,,,,,,,
2012-08-28,,,,,,,,,,,,
2012-08-29,,,,,,,,,,,,
2012-08-30,,,,,,,,,,,,
2012-08-31,,,,,,,,,,,,
2012-09-04,,,,,,,,,,,,
2012-09-05,,,,,,,,,,,,
2012-09-06,18.574681751766175,6.771488784717443,14.100433098994491,22.14599812762106,5.679749591940775,10.936392405966199,1.16988291301362,0.8496279235714457,0.8063260254907872,1.1669614162113826,0.8416140472931847,0.8024775002037002
2012-09-07,18.54210547541843,6.756113680957101,14.061792801563245,23.954307957117372,5.301248886502963,12.578749682599888,1.2509390074668567,0.7982892961547413,0.9127133775355261,1.2479931167600697,0.7902043202671594,0.9088288788108522
2012-09-10,18.353117307905762,6.73994996910918,14.069511677367194,26.54709474226975,4.839040299390618,11.37123231717798,1.3747973176988328,0.7347613360677192,0.8356054687980087,1.371801632653357,0.7266039818871773,0.8316977170353373
2012-09-11,18.34351387138707,6.735247034476272,14.06691338396164,25.99066733610984,4.96444295134828,12.017514968513154,1.3513748875637175,0.7529798055516145,0.8768867786352998,1.3483570828192926,0.7447607836052573,0.8729515057236451
2012-09-12,18.33039282981315,6.747317048130226,14.065223751873052,25.359217808043553,4.758059237158863,12.70801750043493,1.324774953529221,0.722578141394661,0.9206886332850265,1.32173550497181,0.7143208910467184,0.9167274957285809
2012-09-13,18.344045610681544,6.752601534936101,14.149099888858089,25.578730841476172,5.000578957449675,14.434112748049067,1.3334694976207504,0.7563160937955439,1.0235312099508425,1.3304128420668875,0.7480124157825423,1.0195683127109718
2012-09-14,18.274259042377647,6.7772858676317895,14.13059281348075,23.967755808035097,4.796509149961903,15.77518800888047,1.2671535012387678,0.7250984897170478,1.107188026042832,1.2640656292972456,0.7167723584528249,1.103194664087399
2012-09-17,18.271386345584638,6.777653027005546,14.134528486153524,22.86948432868774,4.810909058892632,15.209574640489176,1.2185770606066397,0.7270904886015888,1.0722492319103505,1.2154702425317914,0.7187150416548628,1.0682331182206288
2012-09-18,18.24375822301018,6.734305256648383,14.114989694412397,23.894961506632974,4.223973385321322,14.15639292741455,1.2657440493259768,0.6479354192782469,1.0084400537217473,1.2626118625919809,0.6394500811020588,1.0043916726232502
2012-09-19,18.24198070602868,6.7367771837374955,14.114789724144114,24.189298961108463,4.3279771281298896,14.089134911660306,1.2788694663778104,0.6625299768608252,1.0042746044643542,1.2757152210249696,0.6539888478759595,1.000198051855839
2012-09-20,17.972165968615283,6.724246841104291,14.110007519886935,28.041734524057205,3.940791671069732,13.585188986734465,1.465454867237052,0.6083361568759221,0.9731758641534729,1.4622311874449763,0.5997200977659702,0.9690698062246443
2012-09-21,17.676110831351057,6.6644919669440945,14.083068591754719,32.10845863562896,3.2041497803489527,12.472114659193224,1.6640474097509428,0.5064605324855618,0.9048073265598074,1.6607484095951632,0.49771065437400613,0.9006666457127125
2012-09-24,17.67435663377362,6.614091137636013,14.056693589039067,31.32547747935628,4.296830332741464,13.262170260052631,1.6305232362128517,0.6690719994002079,0.9560641303264148,1.6272037017904812,0.6602014480246445,0.9518902728778319
2012-09-25,17.556789939570685,6.609050276224991,14.08983051801536,26.90185613287357,5.1219764564643055,12.57650966688355,1.4449188833018487,0.788790527784603,0.9110293970692087,1.4415545176731304,0.7798531679288603,0.906837191879246
2012-09-26,17.540540865728588,6.584677277395102,14.08833812531797,24.66221698410791,6.2669835450180456,12.61030830252956,1.3444855346925002,0.9560252762444745,0.9132427472998856,1.3410976914131991,0.9470005965245947,0.9090247477772542
2012-09-27,17.437010545788116,6.588924783505207,14.118616906531503,28.437488459997095,6.021732396175716,13.687420199512236,1.5226849293049345,0.9203756366551231,0.9790442967008754,1.5192599028428306,0.9113116050412209,0.9748142631972617
2012-09-28,17.434887376799082,6.588924783505207,14.127649962138737,26.93926711908212,6.021732396175716,13.172363576476931,1.4554813870479697,0.9203756366551231,0.9463502507407842,1.4520377351576939,0.9112634241402439,0.9421004510194747
2012-10-01,17.256742094588184,6.56262960152965,14.116293150011531,30.26605524114503,5.551240974137173,12.666192712168955,1.6187669769482314,0.8560153724994867,0.9152276118651684,1.6152716786866699,0.8468243219137025,0.9109547152908031
2012-10-02,16.95831948051908,6.500142197922219,14.089227129667957,34.57764528852558,4.515336287736749,11.784613548604717,1.8364321867884332,0.7118614219034526,0.8609347824595146,1.8328590002762453,0.7025392814652732,0.8566339618481718
2012-10-03,16.833165632955136,6.478944862882028,14.082618737102734,32.22792217063453,5.157924041029882,12.816702051464791,1.7440880531035206,0.8086022681460694,0.9265661387273201,1.7404694408895844,0.7992006294459799,0.9222407572130046
2012-10-04,16.740783660101307,6.477499107290926,14.092840880871627,30.644403257295426,5.180949945106694,14.160266405996058,1.6807534799298753,0.8121490128690065,1.010046714924262,1.6770935651459875,0.8026901398384398,1.005699128647698
2012-10-05,16.64131459324095,6.45500266643085,14.072847061142815,28.130470035116595,5.438416856613348,14.926342974058148,1.5729349773834758,0.852637130314618,1.0588340091321753,1.5692305329179013,0.843086890147343,1.0544534580271305
2012-10-08,16.62317807601416,6.439200867245996,14.065507458695912,28.73764176466993,6.332695269073341,15.18001728901055,1.6029383942796476,0.9857634056982246,1.074997976877808,1.5992084234934272,0.9761342653940196,1.0705897485376825
2012-10-09,16.32892378270197,6.351972991194173,14.059559413826031,23.30962149501641,7.244561059650301,15.27034923154087,1.3648719247551961,1.132886455598529,1.0809722498852632,1.361052866482869,1.1230688585248358,1.076536754460762
2012-10-10,16.346602503634344,6.348281863980826,14.076416765113386,22.514227563984825,7.147866371133538,14.106424184683174,1.3239502022960266,1.1192953423390626,1.0077074080402162,1.3201134261653635,1.1094157787583658,1.0032518526705554
2012-10-11,16.325422072546633,6.3377995019001405,14.07078199779545,21.47773566321294,7.6134072058016145,14.565972156350648,1.2733717540761955,1.189467706332849,1.036635693421145,1.2695105543879224,1.1795217125224509,1.0321557921173425
2012-10-12,16.329587474947434,6.326922887860725,14.07247196150431,21.227862187511537,7.194499663827458,13.709581993689678,1.260468753271763,1.1297402842936821,0.9831802071144384,1.256587882655208,1.1197238802161835,0.978676874907748
2012-10-15,16.271305539249646,6.3050106637276375,14.083443247976035,20.26045541437187,7.758288033013994,15.237037097510896,1.2151295054002116,1.2166706904038398,1.0773226642381675,1.2112152235146914,1.2065691251689934,1.0728002988333007
2012-10-16,16.179364744107275,6.293653205663318,14.10338233035924,23.803974805118,6.552985201988548,15.650914699839502,1.4007362685437443,1.0399806098581055,1.101431976246419,1.3967801220655887,1.0298103741047915,1.0968934949550617
2012-10-17,16.069619199923967,6.326567371780209,14.108126893827318,21.93863954524886,5.993078752379999,16.313192080952632,1.3146653784303528,0.9516006651537368,1.141608477950489,1.3106624586129076,0.9414331614547968,1.1370490210049806
2012-10-18,16.01747449952292,6.328384720974194,14.111402927210914,23.167370136994503,5.640750338126677,15.837824125227273,1.3810696641298128,0.8987194647620056,1.1123363271671525,1.3770351319567942,0.8885078516809218,1.107756838045329
2012-10-19,16.11347384788477,6.336817243789551,14.21958514123883,20.51971774464887,6.302340474744517,14.092080451013933,1.23883272672495,0.9961517679676124,0.9981047735739889,1.234803760911939,0.9859067770258904,0.9935391948586371
2012-10-22,16.006585287674863,6.343631436025571,14.217527725067637,18.315859736153463,6.141482188740932,14.372814619335795,1.1306641847836016,0.9712716852909408,1.015524012414116,1.1265897208580988,0.9609907831006373,1.0109368397645335
2012-10-23,16.034345811889587,6.359322449747104,14.298136805798148,15.12300644397686,6.699929757840994,12.755426888201171,0.9582677354003062,1.0515693422143353,0.9109433582446379,0.9541768146213734,1.0412545266067288,0.9063556808885327
2012-10-24,15.91125610255937,6.308864163055802,14.27770030489529,17.139956740344896,5.566353761114007,11.555152849035721,1.073661328309,0.8901388113585541,0.8370517435213294,1.0695163141832258,0.8796848881800952,0.8324324855249065
2012-10-25,15.887490153319003,6.275083121844265,14.257955222505641,16.34998764036466,5.95997327062483,12.69336442139335,1.0324127943975132,0.9539144516624386,0.909246608990483,1.0282378514210095,0.943344174880133,0.9045945137640111
2012-10-26,15.520282736825578,6.1822736798877,14.202521512578347,12.382843879987782,7.937257032236711,13.981764645930506,0.8295691205311778,1.2664339955689814,0.9923224680893855,0.8252711092980155,1.255644057594909,0.9876256718560087
2012-10-31,15.520863216171655,6.167520130262365,14.192738788185938,12.164060942029465,7.732073683636864,13.195932361662631,0.8169824005918193,1.238456347176143,0.9441378740952646,0.8126602612413676,1.227579474098675,0.9394112787100642
2012-11-01,15.337445751532675,6.029609991654128,13.991155092215843,16.472547036285402,6.093859631895704,17.544055070581056,1.070772435812763,1.011204660002127,1.2252415308807718,1.0663766168247943,1.0000230685965719,1.2204227267993963
2012-11-02,15.124599074469044,5.913400761154339,13.978378247852104,18.565749141015164,4.924329260361993,15.10299781278377,1.201514218375795,0.8424245847275149,1.076013253205557,1.1970342360285047,0.8309662142229192,1.0711659142895509
2012-11-05,15.049845377369426,5.911808361056227,13.97620010208636,16.99512670295873,5.429886658764427,15.646004107895205,1.1180742603420264,0.9239596651367528,1.1098545318715731,1.1135496132936389,0.9124411526433546,1.104982303514222
2012-11-06,14.958113032479512,5.910523386529082,13.982335464278606,15.716135195946235,5.446455222996427,17.05058366222736,1.0504929693910303,0.9268069051129544,1.1958226836438826,1.045915371772262,0.9152221065898997,1.190925631733372
2012-11-07,15.113061235817193,5.96030177969537,14.160453877392573,13.837804813654575,6.013620926242957,14.151511016906326,0.9329313920255402,1.009578176271918,1.0053512529450603,0.9283784081444449,0.9980335386438219,1.0004919790265503
2012-11-08,15.16716740136435,5.974356850044844,14.227838673245124,11.68382049597907,6.360899804732245,12.505785748885213,0.8041329121818459,1.06209720388057,0.8991432823671712,0.7995752395002672,1.0505265886231954,0.8942847099508197
2012-11-09,15.123552697229858,5.955235697876349,14.219040940831537,10.487088773951015,6.8524496952698355,13.140596259580883,0.7347530356862083,1.1427619634648372,0.9392031872560038,0.7301599160988517,1.1310975576128843,0.9343178868751185
2012-11-12,14.671639564693967,5.892496277814516,13.73496292834841,14.790303099867398,5.981465896862592,17.54715851105846,1.013259221130341,1.0153695817344552,1.2456288731160616,1.0085024464950156,1.0035257587349,1.2405477030172378
2012-11-13,14.652980369287844,5.87086171666819,13.730488119762896,13.346701334191868,6.627704700320747,17.6936808970678,0.9279467044839965,1.1224682395753913,1.2550689146229168,0.9231622073035889,1.110526697320635,1.2499629677221278
2012-11-14,14.583489376771997,5.850476835117976,13.780826865313855,9.81782718800468,7.150664175098065,16.795142951397324,0.7147137424144913,1.2098244357764485,1.1953398508589737,0.7098819573530564,1.1977802403885933,1.190226639089973
2012-11-15,14.554700578129726,5.8199536980124975,13.776590196514407,10.462630451087618,6.434363820995048,15.620529676833804,0.7560788708368319,1.1005862953167975,1.122248938316099,0.7512184435456908,1.088431204816939,1.1171139910689762
2012-11-16,14.5544591786205,5.817873727212392,13.782652750054966,10.454544566906044,6.645754363593892,16.37272940448802,0.7555858412690046,1.1350720813067174,1.168894522907394,0.7507076111985069,1.1228683100057206,1.1637431197840222
2012-11-19,14.594820402630642,5.8123547095721415,13.91985936376364,14.550214804348682,6.043884394255161,18.3100912977729,1.003462917371425,1.0386984635605712,1.277407270197412,0.9985791451667202,1.0264353134645108,1.2722866884190802
2012-11-20,14.49919837581827,5.826040976808418,13.919302409541565,16.545319530891646,5.393699917417383,18.2028100710917,1.1282770891148532,0.9308079098143331,1.2709307514906025,1.123339213469543,0.9185190778576964,1.2657871576214585
2012-11-21,14.498509312976243,5.815121913815589,13.912997622004045,16.968949574215266,5.631236880217849,18.90510599380835,1.1533656164362058,0.9711690982825538,1.3140520297593896,1.1484042415399578,0.9587991873495574,1.3088818613964877
2012-11-23,14.427258315784238,5.809975125682737,13.962824099711533,20.61580428941476,5.280225978858333,20.07943900507425,1.3712899742683033,0.9146760758775972,1.3802915573581649,1.3662807174740805,0.9022371514111419,1.3751156816739727
2012-11-26,14.41578029702515,5.804794191883565,13.962348995219756,21.10821293974221,5.1341094937011444,19.56545728660517,1.4005511450235664,0.8915101313936602,1.3495884562250269,1.3955172544322632,0.8790088336034719,1.3443910885880812
2012-11-27,14.25819772863166,5.799626881350746,13.970727662054442,23.12698622638112,5.016685691437228,18.585166162082455,1.530470846344723,0.8729803682882098,1.2898924546295134,1.5253590557450463,0.860413194121899,1.284675480762396
2012-11-28,14.268113340847588,5.763094629514748,13.968852146845578,24.41965337749943,5.824993125261124,20.235052304262723,1.6027676331817553,1.011220696920025,1.3890331388839312,1.5976351985378352,0.9985139544627855,1.383790749713789
2012-11-29,13.972591940702461,5.763606436068642,13.973600064581573,21.34665255992911,5.9220070723325025,20.761918386935573,1.4546131774055593,1.027038070601139,1.4199230603949298,1.4493523111827804,1.0142842613671321,1.4146625737167806
2012-11-30,13.972035137257995,5.759741235770143,13.972035137257993,20.881412631912035,6.105200722547366,20.881412631912035,1.4271505955005017,1.0576975838751383,1.427150595500502,1.421872478782908,1.0448938780803756,1.4218724787829085
2012-12-03,13.383149586292353,5.727705737947731,13.383149586292351,15.711421770863643,6.685877433584597,15.711421770863643,1.1572765401174019,1.1586027175327611,1.157276540117402,1.1517477919325758,1.1456844449524761,1.151747791932576
2012-12-04,13.384782983852062,5.729358856732883,13.384782983852059,15.577900562907242,6.903518649220541,15.577900562907242,1.148520243190667,1.1938645104103855,1.1485202431906671,1.1429699340720776,1.1808980188878113,1.142969934072078
2012-12-05,13.38519581068955,5.714361454951121,13.385195810689549,15.889093508137076,6.519261315503644,15.889093508137076,1.1685897180022002,1.1338170229831468,1.1685897180022005,1.163017345123711,1.120764418121386,1.1630173451237111
2012-12-06,13.348000937030594,5.713823748432932,13.34800093703059,14.99772786000042,6.639290990356961,14.99772786000042,1.1135969949112747,1.153633586696261,1.113596994911275,1.1079867974348763,1.1405276659558055,1.1079867974348765
2012-12-07,13.350292213084833,5.715132838525021,13.35029221308483,15.251780188593656,6.612561061165567,15.251780188593656,1.1299681200241716,1.1489948625392177,1.1299681200241718,1.1243365923382702,1.135839868187019,1.1243365923382704
2012-12-10,13.347556822667045,5.699456782422591,13.347556822667043,14.944303521049275,6.229735153038751,14.944303521049275,1.110146226538303,1.088867123544521,1.1101462265383033,1.1044927336178039,1.075627209481898,1.104492733617804
2012-12-11,13.17339717373622,5.6828279459701285,13.17339717373622,18.23524264986014,5.488375896352582,18.23524264986014,1.3374715288397625,0.9686234717121361,1.3374715288397625,1.3317222073250392,0.955295935402214,1.3317222073250392
2012-12-12,13.072172762861797,5.655888977997656,13.072172762861795,16.354892012670398,5.768013546550832,16.354892012670398,1.2241090644551116,1.0197844691210876,1.2241090644551118,1.2182985269772009,1.0063548650302339,1.218298526977201
2012-12-13,13.002468931666497,5.650705746101437,13.002468931666494,17.33575610754883,5.198494838860013,17.33575610754883,1.2945712216334004,0.9250993925818672,1.2945712216334007,1.2887151908981838,0.9116244637643343,1.288715190898184
2012-12-14,12.968242545157901,5.637185050379952,12.9682425451579,18.08059340656658,4.950326941485073,18.08059340656658,1.3464723892439352,0.8852780305826335,1.3464723892439354,1.3405947830445286,0.8717567035199907,1.3405947830445288
2012-12-17,12.962071216417389,5.64928425430797,12.962071216417387,20.848457482012428,3.960885668023817,20.848457482012428,1.5259280364036258,0.7157987435604645,1.525928036403626,1.5200424273969704,0.7022944340476119,1.5200424273969706
2012-12-18,12.992633377560885,5.663010163686226,12.992633377560884,21.61870363284848,3.643447187516302,21.61870363284848,1.571579654692266,0.6601908398232416,1.5715796546922665,1.5656926190489735,0.6466842252166833,1.5656926190489737
2012-12-19,13.018320819178147,5.644773933605479,13.018320819178145,20.636703083168896,3.2881150128238446,20.636703083168896,1.506410710296646,0.6012934174116518,1.5064107102966462,1.5005230979828297,0.5877150479566955,1.5005230979828301
2012-12-20,12.982779196028558,5.635478870780625,12.982779196028554,22.63606897083299,3.005051213059029,22.63606897083299,1.6368900917867064,0.5534898144115376,1.6368900917867066,1.6309726070762158,0.5398573620230627,1.6309726070762163
2012-12-21,12.69251343731878,5.565598618536142,12.692513437318778,17.97391080175279,4.225997781670032,17.97391080175279,1.3658755792124968,0.7714868603280338,1.3658755792124972,1.359808698196028,0.757651157450057,1.3598086981960282
2012-12-24,12.695484193946532,5.556412654098229,12.69548419394653,17.281122000966832,4.4571043418971446,17.281122000966832,1.3191622210075542,0.8125396268994146,1.3191622210075544,1.3130826939035058,0.7986489126812781,1.313082693903506
2012-12-26,12.676259207814224,5.558585578766525,12.676259207814223,15.630708387009683,4.542546958590554,15.630708387009683,1.2091009780012798,0.8269556472958857,1.20910097800128,1.2029965782974548,0.8130346683242963,1.2029965782974552
2012-12-27,12.656000263052603,5.545026756486856,12.65595439402722,14.618324515845105,5.187227785262127,14.959020608697472,1.1413107652358225,0.9397331832842564,1.164779665512366,1.1351762134145802,0.9257316476969797,1.1586450914576432
2012-12-28,12.709702699998662,5.548934445758012,12.65706228441045,13.22747615121893,5.371468672608137,15.106079483067013,1.040914133434034,0.9706548180059033,1.1747950375640661,1.0348039408854106,0.9566595669370935,1.1686594328725728
2012-12-31,12.752945854615156,5.541950178882989,12.60491855436286,16.601676561600076,4.15723313700711,15.92138626193631,1.2681901859945868,0.7626335938559857,1.2351584313404407,1.2620913771986029,0.7485992240326704,1.2289880004870093
2013-01-02,12.950661736656203,5.560984069616008,12.805213451695877,18.404102034677393,3.5544530485488224,17.713295826483332,1.369275419537227,0.6558264034856848,1.3376530973729062,1.363254399713213,0.6418043904616679,1.3315636876692216
2013-01-03,12.943728030052517,5.575654486717453,12.798255785543155,18.750716439192395,2.6609908093653933,18.057887975194898,1.392538881829968,0.4988133991345285,1.361166357590405,1.386496242020325,0.48478557756382157,1.3550550337045413
